,gast:KNEE:theta,gast:HIP:pos-X,gast:HIP:pos-Y,gast:HIP:pos-Z,gast:KNEE:pos-X,gast:KNEE:pos-Y,gast:KNEE:pos-Z,gast:ANKLE:pos-X,gast:ANKLE:pos-Y,gast:ANKLE:pos-Z
137,174.52174133514598,83.30621,93.83903,866.8259,31.904545,8.336097,441.52356,21.946653,-81.201256,7.16275
138,174.33396193250258,84.06609,93.45907,866.47815,32.613823,8.1174965,441.34076,24.10069,-79.67937,7.391691
139,173.9335647174122,84.3887,92.686745,867.1242,31.811996,9.3714,441.1352,25.326073,-75.15168,7.0189834
140,173.692888060968,85.87966,90.46989,867.2123,31.360455,6.206602,441.0686,24.792358,-77.008484,8.215725
141,174.71042360342028,87.55062,90.752396,866.14087,36.753147,7.928342,443.40323,25.270744,-82.72195,8.590042
142,174.47114201311405,89.81538,90.42232,864.6726,34.188927,3.8544536,443.1396,18.777832,-95.32559,9.098948
143,174.55673068671663,91.06563,89.475266,864.61096,35.931885,3.0898154,443.2199,19.419983,-99.05517,9.930908
144,173.74680429361558,91.49161,89.037094,864.6385,36.03895,3.9060712,443.851,23.423613,-103.22702,12.170374
145,173.0417042288013,91.02847,90.21783,864.8712,36.96526,6.0335994,443.24686,30.004114,-103.64986,13.671816
146,172.63030870159992,90.67091,90.940056,865.00116,34.634003,8.121908,442.53015,27.795881,-102.974,13.384163
147,172.32496253343356,90.87185,90.72083,865.1977,34.32746,9.851992,444.42343,27.269632,-103.778366,14.168024
148,171.6745150810368,90.54123,89.989006,865.6111,33.18352,15.250624,443.50394,31.39852,-91.59839,11.229933
149,171.3809193995638,90.10529,90.754166,866.03827,32.894386,19.607275,445.0171,32.398403,-86.3046,11.511326
150,171.87498284072396,90.71716,90.69744,865.4361,33.659084,17.715305,444.03625,31.51524,-84.740875,12.559832
151,171.80899296805788,92.05725,90.534065,865.08813,31.585485,16.919434,443.92972,29.342703,-78.970314,13.090968
152,170.78867881927385,92.809814,89.411934,865.1995,25.322613,9.740055,444.8459,25.408796,-87.58134,16.926945
153,170.9215592958028,92.84171,88.02429,865.6396,25.071335,6.179929,447.18915,24.377048,-90.461555,16.471804
154,170.92909470200465,93.59424,87.72228,865.09784,24.913769,6.1229467,445.6616,23.270174,-90.56741,15.853823
155,171.50548326700462,93.531654,87.82522,864.6233,27.774494,9.73469,446.53522,24.219677,-83.920715,15.796602
156,171.98653263647498,92.79605,87.51852,864.61316,28.637209,6.4285994,447.5534,22.988804,-89.67709,17.919481
157,171.4006765755117,93.74525,87.57694,863.66534,26.079971,3.7561953,449.16464,21.906704,-90.30914,21.537363
